#;Data/Hora;Ativo;C/V;Quantidade;Preço limite;Status;Tipo;Quantidade executada;Preço médio;Resultado (Abs.);Resultado %;Resultado (R$)
"12655895321";"14/07/2022 / 11:24:39";"MGLU3";"C";"7100";"0,00";"executada";"saída";"7100";"2,85";"-0,05";"-1,79";"-355,00"
"12655832519";"14/07/2022 / 11:15:00";"MGLU3";"V";"7100";"0,00";"executada";"entrada";"7100";"2,80";"-";"-";"-"
"12655775198";"14/07/2022 / 11:02:41";"MGLU3";"V";"7000";"0,00";"executada";"saída";"7000";"2,79";"-0,05";"-1,76";"-350,00"
"12655704285";"14/07/2022 / 10:45:00";"MGLU3";"C";"7000";"0,00";"executada";"entrada";"7000";"2,84";"-";"-";"-"
"12651232266";"13/07/2022 / 16:50:00";"MGLU3";"C";"6800";"0,00";"executada";"saída";"6800";"2,83";"0,06";"2,08";"408,00"
"12650067683";"13/07/2022 / 12:15:00";"MGLU3";"V";"6800";"0,00";"executada";"entrada";"6800";"2,89";"-";"-";"-"
"12650056452";"13/07/2022 / 12:08:14";"MGLU3";"V";"6800";"0,00";"executada";"saída";"6800";"2,89";"-0,04";"-1,42";"-282,00"
"12650016525";"13/07/2022 / 12:00:01";"MGLU3";"C";"6800";"0,00";"executada";"entrada";"6800";"2,93";"-";"-";"-"
"12646752777";"12/07/2022 / 14:03:18";"MGLU3";"V";"6600";"0,00";"executada";"saída";"6600";"2,97";"-0,05";"-1,66";"-330,00"
"12646651294";"12/07/2022 / 13:30:00";"MGLU3";"C";"6600";"0,00";"executada";"entrada";"6600";"3,02";"-";"-";"-"
"12639421971";"11/07/2022 / 12:59:53";"MGLU3";"V";"7700";"0,00";"executada";"saída";"7700";"2,65";"0,08";"3,11";"616,00"
"12639220924";"11/07/2022 / 12:00:01";"MGLU3";"C";"7700";"0,00";"executada";"entrada";"7700";"2,57";"-";"-";"-"
"12638639340";"11/07/2022 / 10:17:41";"MGLU3";"C";"7800";"0,00";"executada";"saída";"7800";"2,58";"-0,04";"-1,57";"-312,00"
"12638625813";"11/07/2022 / 10:15:02";"MGLU3";"V";"7800";"0,00";"executada";"entrada";"7800";"2,54";"-";"-";"-"
"12630636420";"08/07/2022 / 14:00:01";"MGLU3";"C";"7800";"0,00";"executada";"saída";"7800";"2,57";"-0,03";"-1,18";"-234,00"
"12630611474";"08/07/2022 / 13:45:02";"MGLU3";"V";"7800";"0,00";"executada";"entrada";"7800";"2,54";"-";"-";"-"
"12630576455";"08/07/2022 / 13:38:30";"MGLU3";"V";"7700";"0,00";"executada";"saída";"7700";"2,55";"-0,04";"-1,54";"-308,00"
"12630142384";"08/07/2022 / 12:00:01";"MGLU3";"C";"7700";"0,00";"executada";"entrada";"7700";"2,59";"-";"-";"-"
"12626451881";"07/07/2022 / 10:30:21";"MGLU3";"V";"7800";"0,00";"executada";"saída";"7800";"2,51";"-0,04";"-1,57";"-312,00"
"12626447104";"07/07/2022 / 10:30:02";"MGLU3";"C";"7800";"0,00";"executada";"entrada";"7800";"2,55";"-";"-";"-"
"12626429474";"07/07/2022 / 10:27:17";"MGLU3";"C";"8000";"0,00";"executada";"saída";"8000";"2,51";"-0,04";"-1,62";"-320,00"
"12626361326";"07/07/2022 / 10:15:02";"MGLU3";"V";"8000";"0,00";"executada";"entrada";"8000";"2,47";"-";"-";"-"
"12623064825";"06/07/2022 / 14:15:02";"MGLU3";"V";"8000";"0,00";"executada";"saída";"8000";"2,45";"-0,03";"-1,21";"-240,00"
"12623029804";"06/07/2022 / 14:00:01";"MGLU3";"C";"8000";"0,00";"executada";"entrada";"8000";"2,48";"-";"-";"-"
"12622940508";"06/07/2022 / 13:40:46";"MGLU3";"C";"8200";"0,00";"executada";"saída";"8200";"2,47";"-0,05";"-2,07";"-410,00"
"12622387004";"06/07/2022 / 11:15:01";"MGLU3";"V";"8200";"0,00";"executada";"entrada";"8200";"2,42";"-";"-";"-"
"12618029752";"05/07/2022 / 12:22:25";"MGLU3";"V";"9500";"0,00";"executada";"saída";"9500";"2,17";"0,06";"2,84";"570,00"
"12617682571";"05/07/2022 / 11:30:00";"MGLU3";"C";"9500";"0,00";"executada";"entrada";"9500";"2,11";"-";"-";"-"
"12617499264";"05/07/2022 / 11:00:00";"MGLU3";"C";"9600";"0,00";"executada";"saída";"9600";"2,07";"0,00";"0,00";"0,00"
"12617327872";"05/07/2022 / 10:15:01";"MGLU3";"V";"9600";"0,00";"executada";"entrada";"9600";"2,07";"-";"-";"-"
"12615480387";"04/07/2022 / 16:50:00";"MGLU3";"C";"9200";"0,00";"executada";"saída";"9200";"2,13";"0,04";"1,84";"368,00"
"12615062418";"04/07/2022 / 13:30:01";"MGLU3";"V";"9200";"0,00";"executada";"entrada";"9200";"2,17";"-";"-";"-"
"12615031907";"04/07/2022 / 13:15:00";"MGLU3";"V";"9000";"0,00";"executada";"saída";"9000";"2,17";"-0,03";"-1,36";"-270,00"
"12614715464";"04/07/2022 / 11:30:00";"MGLU3";"C";"9000";"0,00";"executada";"entrada";"9000";"2,20";"-";"-";"-"
"12605208542";"01/07/2022 / 12:15:01";"MGLU3";"V";"8700";"0,00";"executada";"saída";"8700";"2,28";"-0,02";"-0,87";"-174,00"
"12605134245";"01/07/2022 / 12:00:04";"MGLU3";"C";"8700";"0,00";"executada";"entrada";"8700";"2,30";"-";"-";"-"
"12604895013";"01/07/2022 / 11:00:01";"MGLU3";"C";"8700";"0,00";"executada";"saída";"8700";"2,30";"-0,02";"-0,88";"-174,00"
"12604622705";"01/07/2022 / 10:15:01";"MGLU3";"V";"8700";"0,00";"executada";"entrada";"8700";"2,28";"-";"-";"-"
"12601852572";"30/06/2022 / 14:44:20";"MGLU3";"V";"8400";"0,00";"executada";"saída";"8400";"2,34";"-0,04";"-1,68";"-336,00"
"12600983602";"30/06/2022 / 12:15:01";"MGLU3";"C";"8400";"0,00";"executada";"entrada";"8400";"2,38";"-";"-";"-"
"12597691992";"29/06/2022 / 14:00:01";"MGLU3";"C";"8300";"0,00";"executada";"saída";"8300";"2,43";"-0,03";"-1,25";"-249,00"
"12597095655";"29/06/2022 / 11:30:00";"MGLU3";"V";"8300";"0,00";"executada";"entrada";"8300";"2,40";"-";"-";"-"
"12593563838";"28/06/2022 / 16:50:00";"MGLU3";"C";"8200";"0,00";"executada";"saída";"8200";"2,36";"0,05";"2,07";"410,00"
"12592416952";"28/06/2022 / 11:15:01";"MGLU3";"V";"8200";"0,00";"executada";"entrada";"8200";"2,41";"-";"-";"-"
"12589569669";"27/06/2022 / 16:50:00";"MGLU3";"C";"8100";"0,00";"executada";"saída";"8100";"2,44";"0,01";"0,41";"81,00"
"12588392039";"27/06/2022 / 11:45:01";"MGLU3";"V";"8100";"0,00";"executada";"entrada";"8100";"2,45";"-";"-";"-"
"12578916069";"24/06/2022 / 16:50:01";"MGLU3";"C";"8000";"0,00";"executada";"saída";"8000";"2,47";"0,02";"0,80";"160,00"
"12576556127";"24/06/2022 / 12:15:01";"MGLU3";"V";"8000";"0,00";"executada";"entrada";"8000";"2,49";"-";"-";"-"
"12576192824";"24/06/2022 / 11:45:01";"MGLU3";"V";"7700";"0,00";"executada";"saída";"7700";"2,55";"-0,02";"-0,78";"-154,00"
"12575796788";"24/06/2022 / 11:15:01";"MGLU3";"C";"7700";"0,00";"executada";"entrada";"7700";"2,57";"-";"-";"-"
"12568978806";"23/06/2022 / 10:36:15";"MGLU3";"V";"8000";"0,00";"executada";"saída";"8000";"2,46";"-0,04";"-1,60";"-320,00"
"12568951336";"23/06/2022 / 10:30:03";"MGLU3";"C";"8000";"0,00";"executada";"entrada";"8000";"2,50";"-";"-";"-"
"12566595992";"22/06/2022 / 16:36:00";"MGLU3";"V";"8000";"0,00";"executada";"saída";"8000";"2,44";"-0,04";"-1,61";"-320,00"
"12565376194";"22/06/2022 / 11:45:04";"MGLU3";"C";"8000";"0,00";"executada";"entrada";"8000";"2,48";"-";"-";"-"
"12565318281";"22/06/2022 / 11:30:06";"MGLU3";"C";"8200";"0,00";"executada";"saída";"8200";"2,42";"0,00";"0,00";"0,00"
"12565080137";"22/06/2022 / 10:15:01";"MGLU3";"V";"8200";"0,00";"executada";"entrada";"8200";"2,42";"-";"-";"-"
"12555873356";"20/06/2022 / 11:53:15";"MGLU3";"V";"8300";"0,00";"executada";"saída";"8300";"2,46";"0,07";"2,93";"581,00"
"12555784928";"20/06/2022 / 11:30:01";"MGLU3";"C";"8300";"0,00";"executada";"entrada";"8300";"2,39";"-";"-";"-"
"12542761021";"17/06/2022 / 10:30:02";"MGLU3";"C";"8200";"0,00";"executada";"saída";"8200";"2,42";"0,00";"0,00";"0,00"
"12542703851";"17/06/2022 / 10:15:01";"MGLU3";"V";"8200";"0,00";"executada";"entrada";"8200";"2,42";"-";"-";"-"
"12536418184";"15/06/2022 / 15:07:12";"MGLU3";"C";"7700";"0,00";"executada";"saída";"7700";"2,50";"0,07";"2,88";"570,00"
"12535495922";"15/06/2022 / 12:30:01";"MGLU3";"V";"7700";"0,00";"executada";"entrada";"7700";"2,57";"-";"-";"-"
"12523964459";"13/06/2022 / 10:30:01";"MGLU3";"C";"7200";"0,00";"executada";"saída";"7200";"2,76";"-0,01";"-0,36";"-72,00"
"12523918835";"13/06/2022 / 10:15:01";"MGLU3";"V";"7200";"0,00";"executada";"entrada";"7200";"2,75";"-";"-";"-"
"12506747680";"10/06/2022 / 12:30:01";"MGLU3";"V";"6800";"0,00";"executada";"saída";"6800";"2,93";"-0,02";"-0,68";"-136,00"
"12506642794";"10/06/2022 / 12:15:01";"MGLU3";"C";"6800";"0,00";"executada";"entrada";"6800";"2,95";"-";"-";"-"
"12497723954";"09/06/2022 / 12:29:30";"MGLU3";"V";"6300";"0,00";"executada";"saída";"6300";"3,12";"-0,05";"-1,58";"-315,00"
"12497499934";"09/06/2022 / 11:45:01";"MGLU3";"C";"6300";"0,00";"executada";"entrada";"6300";"3,17";"-";"-";"-"
"12497390433";"09/06/2022 / 11:15:01";"MGLU3";"C";"6400";"0,00";"executada";"saída";"6400";"3,13";"-0,01";"-0,32";"-64,00"
"12497175012";"09/06/2022 / 10:15:01";"MGLU3";"V";"6400";"0,00";"executada";"entrada";"6400";"3,12";"-";"-";"-"
"12491837758";"08/06/2022 / 11:11:36";"MGLU3";"V";"6000";"0,00";"executada";"saída";"6000";"3,27";"-0,05";"-1,51";"-300,00"
"12491789959";"08/06/2022 / 11:00:01";"MGLU3";"C";"6000";"0,00";"executada";"entrada";"6000";"3,32";"-";"-";"-"
"12485219067";"07/06/2022 / 14:15:01";"MGLU3";"V";"5900";"0,00";"executada";"saída";"5900";"3,32";"-0,03";"-0,90";"-177,00"
"12484582302";"07/06/2022 / 11:45:01";"MGLU3";"C";"5900";"0,00";"executada";"entrada";"5900";"3,35";"-";"-";"-"
"12480112104";"06/06/2022 / 16:42:37";"MGLU3";"C";"5600";"0,00";"executada";"saída";"5600";"3,41";"0,11";"3,13";"616,00"
"12478530543";"06/06/2022 / 11:00:01";"MGLU3";"V";"5600";"0,00";"executada";"entrada";"5600";"3,52";"-";"-";"-"
"12459769308";"02/06/2022 / 13:46:32";"MGLU3";"C";"5200";"0,00";"executada";"saída";"5200";"3,85";"-0,06";"-1,58";"-312,00"
"12458837731";"02/06/2022 / 11:45:00";"MGLU3";"V";"5200";"0,00";"executada";"entrada";"5200";"3,79";"-";"-";"-"
"12453126271";"01/06/2022 / 12:15:01";"MGLU3";"V";"5300";"0,00";"executada";"saída";"5300";"3,71";"-0,03";"-0,77";"-153,00"
"12453045714";"01/06/2022 / 12:00:02";"MGLU3";"C";"5300";"0,00";"executada";"entrada";"5300";"3,74";"-";"-";"-"
"12453012828";"01/06/2022 / 11:55:10";"MGLU3";"C";"5400";"0,00";"executada";"saída";"5400";"3,74";"-0,06";"-1,63";"-324,00"
"12452858186";"01/06/2022 / 11:30:01";"MGLU3";"V";"5400";"0,00";"executada";"entrada";"5400";"3,68";"-";"-";"-"
"12446926463";"31/05/2022 / 12:15:01";"MGLU3";"V";"5200";"0,00";"executada";"saída";"5200";"3,76";"-0,04";"-1,05";"-208,00"
"12446862179";"31/05/2022 / 12:00:03";"MGLU3";"C";"5200";"0,00";"executada";"entrada";"5200";"3,80";"-";"-";"-"
"12446451790";"31/05/2022 / 10:57:00";"MGLU3";"C";"5300";"0,00";"executada";"saída";"5300";"3,77";"-0,05";"-1,34";"-265,00"
"12446391182";"31/05/2022 / 10:45:00";"MGLU3";"V";"5300";"0,00";"executada";"entrada";"5300";"3,72";"-";"-";"-"
"12440778666";"30/05/2022 / 11:52:29";"MGLU3";"C";"5000";"0,00";"executada";"saída";"5000";"3,80";"0,12";"3,06";"600,00"
"12440681257";"30/05/2022 / 11:30:02";"MGLU3";"V";"5000";"0,00";"executada";"entrada";"5000";"3,92";"-";"-";"-"
"12410092158";"23/05/2022 / 14:30:01";"MGLU3";"V";"5300";"0,00";"executada";"saída";"5300";"3,69";"-0,04";"-1,07";"-212,00"
"12409877589";"23/05/2022 / 13:30:00";"MGLU3";"C";"5300";"0,00";"executada";"entrada";"5300";"3,73";"-";"-";"-"
"12409413839";"23/05/2022 / 11:33:31";"MGLU3";"C";"5500";"0,00";"executada";"saída";"5500";"3,68";"-0,06";"-1,66";"-330,00"
"12409334060";"23/05/2022 / 11:15:01";"MGLU3";"V";"5500";"0,00";"executada";"entrada";"5500";"3,62";"-";"-";"-"
"12400921180";"20/05/2022 / 16:50:00";"MGLU3";"C";"5400";"0,00";"executada";"saída";"5400";"3,65";"0,02";"0,55";"108,00"
"12399236805";"20/05/2022 / 11:15:03";"MGLU3";"V";"5400";"0,00";"executada";"entrada";"5400";"3,67";"-";"-";"-"
"12398888104";"20/05/2022 / 10:30:01";"MGLU3";"V";"5200";"0,00";"executada";"saída";"5200";"3,77";"-0,02";"-0,53";"-104,00"
"12398816623";"20/05/2022 / 10:15:01";"MGLU3";"C";"5200";"0,00";"executada";"entrada";"5200";"3,79";"-";"-";"-"
"12395046572";"19/05/2022 / 15:00:01";"MGLU3";"C";"5300";"0,00";"executada";"saída";"5300";"3,77";"-0,04";"-1,07";"-212,00"
"12394459877";"19/05/2022 / 14:00:01";"MGLU3";"V";"5300";"0,00";"executada";"entrada";"5300";"3,73";"-";"-";"-"
"12384871045";"18/05/2022 / 15:48:05";"MGLU3";"C";"5100";"0,00";"executada";"saída";"5100";"3,75";"0,12";"3,10";"612,00"
"12384054303";"18/05/2022 / 12:15:01";"MGLU3";"V";"5100";"0,00";"executada";"entrada";"5100";"3,87";"-";"-";"-"
"12370411504";"16/05/2022 / 14:09:11";"MGLU3";"V";"4500";"0,00";"executada";"saída";"4500";"4,55";"0,14";"3,17";"630,00"
"12369399075";"16/05/2022 / 11:15:01";"MGLU3";"C";"4500";"0,00";"executada";"entrada";"4500";"4,41";"-";"-";"-"
"12352927678";"12/05/2022 / 11:59:10";"MGLU3";"V";"5000";"0,00";"executada";"saída";"5000";"4,12";"0,12";"3,00";"600,00"
"12352704302";"12/05/2022 / 11:30:01";"MGLU3";"C";"5000";"0,00";"executada";"entrada";"5000";"4,00";"-";"-";"-"
"12348041811";"11/05/2022 / 14:15:00";"MGLU3";"V";"4900";"0,00";"executada";"saída";"4900";"3,99";"-0,05";"-1,24";"-245,00"
"12347189611";"11/05/2022 / 11:00:03";"MGLU3";"C";"4900";"0,00";"executada";"entrada";"4900";"4,04";"-";"-";"-"
"12342117753";"10/05/2022 / 14:15:00";"MGLU3";"C";"5100";"0,00";"executada";"saída";"5100";"3,96";"-0,05";"-1,28";"-255,00"
"12340696073";"10/05/2022 / 11:30:01";"MGLU3";"V";"5100";"0,00";"executada";"entrada";"5100";"3,91";"-";"-";"-"
"12326776927";"06/05/2022 / 16:15:01";"MGLU3";"V";"4500";"0,00";"executada";"saída";"4500";"4,33";"-0,03";"-0,69";"-135,00"
"12325899487";"06/05/2022 / 12:00:01";"MGLU3";"C";"4500";"0,00";"executada";"entrada";"4500";"4,36";"-";"-";"-"
"12325734798";"06/05/2022 / 11:09:28";"MGLU3";"C";"4600";"0,00";"executada";"saída";"4600";"4,34";"-0,07";"-1,64";"-322,00"
"12325655101";"06/05/2022 / 10:45:01";"MGLU3";"V";"4600";"0,00";"executada";"entrada";"4600";"4,27";"-";"-";"-"
"12322815083";"05/05/2022 / 16:08:27";"MGLU3";"C";"4400";"0,00";"executada";"saída";"4400";"4,39";"0,14";"3,09";"616,00"
"12321552354";"05/05/2022 / 10:45:01";"MGLU3";"V";"4400";"0,00";"executada";"entrada";"4400";"4,53";"-";"-";"-"
"12310877526";"03/05/2022 / 15:42:19";"MGLU3";"C";"4200";"0,00";"executada";"saída";"4200";"4,58";"0,15";"3,17";"630,00"
"12309140629";"03/05/2022 / 10:45:01";"MGLU3";"V";"4200";"0,00";"executada";"entrada";"4200";"4,73";"-";"-";"-"
"12301754849";"02/05/2022 / 11:45:02";"MGLU3";"V";"4000";"0,00";"executada";"saída";"4000";"4,85";"-0,03";"-0,61";"-120,00"
"12301662154";"02/05/2022 / 11:30:02";"MGLU3";"C";"4000";"0,00";"executada";"entrada";"4000";"4,88";"-";"-";"-"
"12288340238";"29/04/2022 / 16:50:00";"MGLU3";"C";"3900";"0,00";"executada";"saída";"3900";"4,89";"0,18";"3,55";"702,00"
"12287235233";"29/04/2022 / 13:45:01";"MGLU3";"V";"3900";"0,00";"executada";"entrada";"3900";"5,07";"-";"-";"-"
"12282042543";"28/04/2022 / 13:45:01";"MGLU3";"C";"3900";"0,00";"executada";"saída";"3900";"5,12";"-0,06";"-1,19";"-234,00"
"12281405202";"28/04/2022 / 11:30:01";"MGLU3";"V";"3900";"0,00";"executada";"entrada";"3900";"5,06";"-";"-";"-"
"12277586797";"27/04/2022 / 16:43:52";"MGLU3";"C";"3700";"0,00";"executada";"saída";"3700";"5,11";"0,17";"3,22";"629,00"
"12276285965";"27/04/2022 / 12:00:01";"MGLU3";"V";"3700";"0,00";"executada";"entrada";"3700";"5,28";"-";"-";"-"
"12267994521";"25/04/2022 / 11:15:01";"MGLU3";"V";"3600";"0,00";"executada";"saída";"3600";"5,47";"-0,08";"-1,44";"-288,00"
"12267939485";"25/04/2022 / 11:00:01";"MGLU3";"C";"3600";"0,00";"executada";"entrada";"3600";"5,55";"-";"-";"-"
"12267731613";"25/04/2022 / 10:18:43";"MGLU3";"C";"3600";"0,00";"executada";"saída";"3600";"5,50";"-0,10";"-1,85";"-360,00"
"12267714496";"25/04/2022 / 10:15:01";"MGLU3";"V";"3600";"0,00";"executada";"entrada";"3600";"5,40";"-";"-";"-"
"12257177011";"22/04/2022 / 11:30:01";"MGLU3";"V";"3600";"0,00";"executada";"saída";"3600";"5,48";"-0,07";"-1,26";"-252,00"
"12257086346";"22/04/2022 / 11:15:01";"MGLU3";"C";"3600";"0,00";"executada";"entrada";"3600";"5,55";"-";"-";"-"
"12250110274";"20/04/2022 / 16:05:43";"MGLU3";"C";"3400";"0,00";"executada";"saída";"3400";"5,63";"0,18";"3,10";"612,00"
"12249023452";"20/04/2022 / 10:45:00";"MGLU3";"V";"3400";"0,00";"executada";"entrada";"3400";"5,81";"-";"-";"-"
"12247058074";"19/04/2022 / 13:45:01";"MGLU3";"V";"3300";"0,00";"executada";"saída";"3300";"5,89";"-0,07";"-1,17";"-231,00"
"12246562945";"19/04/2022 / 11:00:01";"MGLU3";"C";"3300";"0,00";"executada";"entrada";"3300";"5,96";"-";"-";"-"
"12242216003";"18/04/2022 / 12:15:01";"MGLU3";"V";"3300";"0,00";"executada";"saída";"3300";"5,91";"-0,07";"-1,17";"-231,00"
"12241924981";"18/04/2022 / 11:45:01";"MGLU3";"C";"3300";"0,00";"executada";"entrada";"3300";"5,98";"-";"-";"-"
"12241661879";"18/04/2022 / 11:15:01";"MGLU3";"C";"3300";"0,00";"executada";"saída";"3300";"5,97";"0,00";"0,00";"0,00"
"12241249605";"18/04/2022 / 10:15:01";"MGLU3";"V";"3300";"0,00";"executada";"entrada";"3300";"5,97";"-";"-";"-"
"12227071674";"14/04/2022 / 12:00:01";"MGLU3";"V";"3300";"0,00";"executada";"saída";"3300";"5,96";"-0,04";"-0,67";"-132,00"
"12226904148";"14/04/2022 / 11:45:01";"MGLU3";"C";"3300";"0,00";"executada";"entrada";"3300";"6,00";"-";"-";"-"
"12226109267";"14/04/2022 / 10:30:03";"MGLU3";"C";"3300";"0,00";"executada";"saída";"3300";"6,00";"-0,06";"-1,01";"-198,00"
"12226043401";"14/04/2022 / 10:15:02";"MGLU3";"V";"3300";"0,00";"executada";"entrada";"3300";"5,94";"-";"-";"-"
"12219130422";"12/04/2022 / 16:50:00";"MGLU3";"C";"3200";"0,00";"executada";"saída";"3200";"5,99";"0,17";"2,76";"544,00"
"12217426632";"12/04/2022 / 11:30:01";"MGLU3";"V";"3200";"0,00";"executada";"entrada";"3200";"6,16";"-";"-";"-"
"12211861571";"11/04/2022 / 16:50:00";"MGLU3";"V";"3200";"0,00";"executada";"saída";"3200";"6,10";"0,01";"0,16";"32,00"
"12210343260";"11/04/2022 / 11:15:01";"MGLU3";"C";"3200";"0,00";"executada";"entrada";"3200";"6,09";"-";"-";"-"
"12193546037";"07/04/2022 / 16:50:00";"MGLU3";"C";"3000";"0,00";"executada";"saída";"3000";"6,59";"0,05";"0,75";"150,00"
"12191530632";"07/04/2022 / 11:45:01";"MGLU3";"V";"3000";"0,00";"executada";"entrada";"3000";"6,64";"-";"-";"-"
"12181423027";"05/04/2022 / 16:13:08";"MGLU3";"C";"2800";"0,00";"executada";"saída";"2800";"6,88";"0,22";"3,10";"616,00"
"12179688171";"05/04/2022 / 11:15:02";"MGLU3";"V";"2800";"0,00";"executada";"entrada";"2800";"7,10";"-";"-";"-"
"12179594208";"05/04/2022 / 10:54:20";"MGLU3";"V";"2700";"0,00";"executada";"saída";"2700";"7,21";"-0,11";"-1,50";"-297,00"
"12179425795";"05/04/2022 / 10:15:01";"MGLU3";"C";"2700";"0,00";"executada";"entrada";"2700";"7,32";"-";"-";"-"
"12173309063";"04/04/2022 / 12:15:01";"MGLU3";"V";"2700";"0,00";"executada";"saída";"2700";"7,15";"-0,05";"-0,69";"-135,00"
"12173244467";"04/04/2022 / 12:00:01";"MGLU3";"C";"2700";"0,00";"executada";"entrada";"2700";"7,20";"-";"-";"-"
"12173133837";"04/04/2022 / 11:30:01";"MGLU3";"C";"2700";"0,00";"executada";"saída";"2700";"7,17";"0,06";"0,83";"162,00"
"12172888792";"04/04/2022 / 10:15:01";"MGLU3";"V";"2700";"0,00";"executada";"entrada";"2700";"7,23";"-";"-";"-"
"12154944493";"31/03/2022 / 16:50:00";"MGLU3";"C";"2900";"0,00";"executada";"saída";"2900";"6,85";"-0,02";"-0,29";"-58,00"
"12152683749";"31/03/2022 / 14:00:00";"MGLU3";"V";"2900";"0,00";"executada";"entrada";"2900";"6,83";"-";"-";"-"
"12149484523";"31/03/2022 / 11:30:01";"MGLU3";"C";"2900";"0,00";"executada";"saída";"2900";"6,89";"-0,03";"-0,44";"-87,00"
"12148641946";"31/03/2022 / 11:00:01";"MGLU3";"V";"2900";"0,00";"executada";"entrada";"2900";"6,86";"-";"-";"-"
"12143452005";"30/03/2022 / 12:45:00";"MGLU3";"C";"2800";"0,00";"executada";"saída";"2800";"6,99";"-0,05";"-0,72";"-140,00"
"12143328341";"30/03/2022 / 12:30:00";"MGLU3";"V";"2800";"0,00";"executada";"entrada";"2800";"6,94";"-";"-";"-"
"12143156105";"30/03/2022 / 12:00:50";"MGLU3";"V";"2800";"0,00";"executada";"saída";"2800";"6,95";"-0,10";"-1,44";"-285,00"
"12142963100";"30/03/2022 / 11:15:01";"MGLU3";"C";"2800";"0,00";"executada";"entrada";"2800";"7,05";"-";"-";"-"
"12137637405";"29/03/2022 / 11:37:35";"MGLU3";"V";"2900";"0,00";"executada";"saída";"2900";"7,05";"0,22";"3,22";"638,00"
"12136909660";"29/03/2022 / 10:15:01";"MGLU3";"C";"2900";"0,00";"executada";"entrada";"2900";"6,83";"-";"-";"-"
"12131019637";"28/03/2022 / 10:36:00";"MGLU3";"C";"3000";"0,00";"executada";"saída";"3000";"6,62";"-0,10";"-1,53";"-300,00"
"12130994264";"28/03/2022 / 10:30:03";"MGLU3";"V";"3000";"0,00";"executada";"entrada";"3000";"6,52";"-";"-";"-"
"12130960414";"28/03/2022 / 10:17:29";"MGLU3";"V";"3000";"0,00";"executada";"saída";"3000";"6,55";"-0,10";"-1,50";"-300,00"
"12130956008";"28/03/2022 / 10:15:01";"MGLU3";"C";"3000";"0,00";"executada";"entrada";"3000";"6,65";"-";"-";"-"
"12104589388";"25/03/2022 / 11:45:01";"MGLU3";"C";"3000";"0,00";"executada";"saída";"3000";"6,60";"-0,03";"-0,46";"-90,00"
"12103407131";"25/03/2022 / 10:45:02";"MGLU3";"V";"3000";"0,00";"executada";"entrada";"3000";"6,57";"-";"-";"-"
"12103203546";"25/03/2022 / 10:18:21";"MGLU3";"V";"2900";"0,00";"executada";"saída";"2900";"6,60";"-0,11";"-1,59";"-310,00"
"12103183249";"25/03/2022 / 10:15:01";"MGLU3";"C";"2900";"0,00";"executada";"entrada";"2900";"6,71";"-";"-";"-"
"12093519927";"24/03/2022 / 13:16:42";"MGLU3";"V";"3200";"0,00";"executada";"saída";"3200";"6,38";"0,19";"3,07";"608,00"
"12093229515";"24/03/2022 / 12:00:01";"MGLU3";"C";"3200";"0,00";"executada";"entrada";"3200";"6,19";"-";"-";"-"
"12083974130";"22/03/2022 / 16:50:00";"MGLU3";"C";"3400";"0,00";"executada";"saída";"3400";"5,80";"0,03";"0,51";"102,00"
"12083335673";"22/03/2022 / 12:30:01";"MGLU3";"V";"3400";"0,00";"executada";"entrada";"3400";"5,83";"-";"-";"-"
"12074916266";"21/03/2022 / 12:26:05";"MGLU3";"C";"3400";"0,00";"executada";"saída";"3400";"5,83";"-0,09";"-1,57";"-306,00"
"12074702004";"21/03/2022 / 11:30:01";"MGLU3";"V";"3400";"0,00";"executada";"entrada";"3400";"5,74";"-";"-";"-"
"12074509701";"21/03/2022 / 10:47:31";"MGLU3";"V";"3300";"0,00";"executada";"saída";"3300";"5,86";"-0,09";"-1,51";"-297,00"
"12074499743";"21/03/2022 / 10:45:01";"MGLU3";"C";"3300";"0,00";"executada";"entrada";"3300";"5,95";"-";"-";"-"
"12052220871";"15/03/2022 / 12:55:10";"MGLU3";"V";"4000";"0,00";"executada";"saída";"4000";"4,88";"-0,08";"-1,61";"-320,00"
"12051997983";"15/03/2022 / 12:00:01";"MGLU3";"C";"4000";"0,00";"executada";"entrada";"4000";"4,96";"-";"-";"-"
"12034261593";"11/03/2022 / 15:52:44";"MGLU3";"C";"3300";"0,00";"executada";"saída";"3300";"5,82";"0,19";"3,16";"627,00"
"12032925462";"11/03/2022 / 11:45:00";"MGLU3";"V";"3300";"0,00";"executada";"entrada";"3300";"6,01";"-";"-";"-"
"12032764445";"11/03/2022 / 11:00:01";"MGLU3";"V";"3200";"0,00";"executada";"saída";"3200";"6,16";"-0,06";"-0,96";"-192,00"
"12032582188";"11/03/2022 / 10:15:04";"MGLU3";"C";"3200";"0,00";"executada";"entrada";"3200";"6,22";"-";"-";"-"
"12021720922";"09/03/2022 / 13:30:01";"MGLU3";"V";"3100";"0,00";"executada";"saída";"3100";"6,38";"0,06";"0,94";"185,00"
"12020189539";"09/03/2022 / 10:15:03";"MGLU3";"C";"3100";"0,00";"executada";"entrada";"3100";"6,32";"-";"-";"-"
"12015247584";"08/03/2022 / 14:13:52";"MGLU3";"C";"3400";"0,00";"executada";"saída";"3400";"5,90";"-0,09";"-1,55";"-306,00"
"12014441271";"08/03/2022 / 12:15:03";"MGLU3";"V";"3400";"0,00";"executada";"entrada";"3400";"5,81";"-";"-";"-"
